Energy;IntFlux;DiffFlux
4.13666e+02;1.25032e-03;2.32687e+00
4.19765e+02;1.24986e-03;2.31925e+00
4.25954e+02;1.24919e-03;2.31151e+00
4.32233e+02;1.24829e-03;2.30367e+00
4.38606e+02;1.24718e-03;2.29572e+00
4.45072e+02;1.24584e-03;2.28766e+00
4.51634e+02;1.24428e-03;2.27949e+00
4.58293e+02;1.24251e-03;2.27121e+00
4.65049e+02;1.24052e-03;2.26282e+00
4.71906e+02;1.23831e-03;2.25433e+00
4.78863e+02;1.23589e-03;2.24572e+00
4.85923e+02;1.23324e-03;2.23700e+00
4.93087e+02;1.23039e-03;2.22818e+00
5.00357e+02;1.22971e-03;2.21924e+00
5.07734e+02;1.22645e-03;2.21018e+00
5.15219e+02;1.22300e-03;2.20101e+00
5.22815e+02;1.21933e-03;2.19173e+00
5.30523e+02;1.21546e-03;2.18235e+00
5.38345e+02;1.21139e-03;2.17286e+00
5.46282e+02;1.20712e-03;2.16326e+00
5.54336e+02;1.20266e-03;2.15356e+00
5.62509e+02;1.19799e-03;2.14375e+00
5.70802e+02;1.19313e-03;2.13383e+00
5.79217e+02;1.18809e-03;2.12381e+00
5.87757e+02;1.18285e-03;2.11369e+00
5.96422e+02;1.17757e-03;2.10346e+00
6.05215e+02;1.17313e-03;2.09313e+00
6.14138e+02;1.16735e-03;2.08268e+00
6.23192e+02;1.16141e-03;2.07214e+00
6.32380e+02;1.15528e-03;2.06150e+00
6.41704e+02;1.14899e-03;2.05076e+00
6.51164e+02;1.14254e-03;2.03992e+00
6.60765e+02;1.13591e-03;2.02898e+00
6.70506e+02;1.12914e-03;2.01795e+00
6.80392e+02;1.12221e-03;2.00682e+00
6.90423e+02;1.11512e-03;1.99560e+00
7.00602e+02;1.10869e-03;1.98428e+00
7.10931e+02;1.10132e-03;1.97287e+00
7.21413e+02;1.09380e-03;1.96136e+00
7.32048e+02;1.08614e-03;1.94977e+00
7.42841e+02;1.07836e-03;1.93809e+00
7.53793e+02;1.07044e-03;1.92632e+00
7.64906e+02;1.06240e-03;1.91447e+00
7.76184e+02;1.05424e-03;1.90254e+00
7.87627e+02;1.04596e-03;1.89052e+00
7.99239e+02;1.03805e-03;1.87842e+00
8.11023e+02;1.02968e-03;1.86624e+00
8.22980e+02;1.02108e-03;1.85398e+00
8.35113e+02;1.01237e-03;1.84164e+00
8.47425e+02;1.00356e-03;1.82923e+00
8.59919e+02;9.94671e-04;1.81675e+00
8.72597e+02;9.85687e-04;1.80419e+00
8.85462e+02;9.76619e-04;1.79157e+00
8.98516e+02;9.67470e-04;1.77888e+00
9.11763e+02;9.58245e-04;1.76613e+00
9.25206e+02;9.48948e-04;1.75331e+00
9.38846e+02;9.39583e-04;1.74043e+00
9.52688e+02;9.30155e-04;1.72749e+00
9.66733e+02;9.20666e-04;1.71449e+00
9.80986e+02;9.11121e-04;1.70144e+00
9.95449e+02;9.01526e-04;1.68833e+00
1.01013e+03;8.92343e-04;1.67516e+00
1.02502e+03;8.82652e-04;1.66195e+00
1.04013e+03;8.72921e-04;1.64868e+00
1.05546e+03;8.63156e-04;1.63537e+00
1.07103e+03;8.53355e-04;1.62201e+00
1.08682e+03;8.43527e-04;1.60861e+00
1.10284e+03;8.33675e-04;1.59518e+00
1.11910e+03;8.23801e-04;1.58171e+00
1.13560e+03;8.13909e-04;1.56819e+00
1.15234e+03;8.04005e-04;1.55465e+00
1.16933e+03;7.94089e-04;1.54108e+00
1.18657e+03;7.84167e-04;1.52747e+00
1.20406e+03;7.74501e-04;1.51384e+00
1.22181e+03;7.64574e-04;1.50018e+00
1.23983e+03;7.54650e-04;1.48649e+00
1.25811e+03;7.44733e-04;1.47279e+00
1.27666e+03;7.34826e-04;1.45907e+00
1.29548e+03;7.24933e-04;1.44533e+00
1.31458e+03;7.15055e-04;1.43158e+00
1.33396e+03;7.05198e-04;1.41782e+00
1.35362e+03;6.95364e-04;1.40405e+00
1.37358e+03;6.85554e-04;1.39027e+00
1.39383e+03;6.75773e-04;1.37648e+00
1.41438e+03;6.66024e-04;1.36270e+00
1.43523e+03;6.56309e-04;1.34891e+00
1.45639e+03;6.46631e-04;1.33513e+00
1.47787e+03;6.36990e-04;1.32134e+00
1.49965e+03;6.27536e-04;1.30757e+00
1.52176e+03;6.17998e-04;1.29380e+00
1.54420e+03;6.08490e-04;1.28004e+00
1.56697e+03;5.99031e-04;1.26629e+00
1.59007e+03;5.89624e-04;1.25256e+00
1.61351e+03;5.80272e-04;1.23885e+00
1.63730e+03;5.70975e-04;1.22516e+00
1.66144e+03;5.61736e-04;1.21149e+00
1.68593e+03;5.52559e-04;1.19784e+00
1.71079e+03;5.43442e-04;1.18422e+00
1.73601e+03;5.34391e-04;1.17063e+00
1.76161e+03;5.25406e-04;1.15706e+00
1.78758e+03;5.16488e-04;1.14353e+00
1.81393e+03;5.07641e-04;1.13004e+00
1.84068e+03;4.98864e-04;1.11658e+00
1.86781e+03;4.90161e-04;1.10316e+00
1.89535e+03;4.81531e-04;1.08978e+00
1.92329e+03;4.72978e-04;1.07645e+00
1.95165e+03;4.64502e-04;1.06315e+00
1.98042e+03;4.56106e-04;1.04991e+00
2.00962e+03;4.47842e-04;1.03671e+00
2.03925e+03;4.39605e-04;1.02356e+00
2.06931e+03;4.31450e-04;1.01047e+00
2.09982e+03;4.23379e-04;9.97432e-01
2.13078e+03;4.15394e-04;9.84448e-01
2.16220e+03;4.07492e-04;9.71520e-01
2.19407e+03;3.99678e-04;9.58658e-01
2.22642e+03;3.91951e-04;9.45853e-01
2.25925e+03;3.84312e-04;9.33111e-01
2.29255e+03;3.76762e-04;9.20439e-01
2.32635e+03;3.69302e-04;9.07830e-01
2.36065e+03;3.61932e-04;8.95290e-01
2.39546e+03;3.54651e-04;8.82818e-01
2.43077e+03;3.47464e-04;8.70422e-01
2.46661e+03;3.40367e-04;8.58096e-01
2.50298e+03;3.33378e-04;8.45844e-01
2.53988e+03;3.26466e-04;8.33670e-01
2.57732e+03;3.19647e-04;8.21574e-01
2.61532e+03;3.12922e-04;8.09556e-01
2.65388e+03;3.06289e-04;7.97617e-01
2.69301e+03;2.99750e-04;7.85760e-01
2.73271e+03;2.93306e-04;7.73988e-01
2.77300e+03;2.86954e-04;7.62299e-01
2.81388e+03;2.80696e-04;7.50696e-01
2.85537e+03;2.74532e-04;7.39178e-01
2.89746e+03;2.68461e-04;7.27750e-01
2.94018e+03;2.62484e-04;7.16409e-01
2.98353e+03;2.56601e-04;7.05158e-01
3.02752e+03;2.50814e-04;6.93998e-01
3.07215e+03;2.45116e-04;6.82931e-01
3.11745e+03;2.39512e-04;6.71954e-01
3.16341e+03;2.33999e-04;6.61073e-01
3.21004e+03;2.28578e-04;6.50288e-01
3.25737e+03;2.23249e-04;6.39595e-01
3.30540e+03;2.18012e-04;6.28998e-01
3.35413e+03;2.12864e-04;6.18500e-01
3.40358e+03;2.07807e-04;6.08099e-01
3.45376e+03;2.02840e-04;5.97796e-01
3.50468e+03;1.97962e-04;5.87591e-01
3.55635e+03;1.93172e-04;5.77486e-01
3.60878e+03;1.88471e-04;5.67482e-01
3.66198e+03;1.83856e-04;5.57578e-01
3.71597e+03;1.79329e-04;5.47774e-01
3.77076e+03;1.74886e-04;5.38070e-01
3.82635e+03;1.70530e-04;5.28469e-01
3.88276e+03;1.66257e-04;5.18970e-01
3.94001e+03;1.62068e-04;5.09572e-01
3.99810e+03;1.57962e-04;5.00276e-01
4.05704e+03;1.53936e-04;4.91085e-01
4.11686e+03;1.49993e-04;4.81994e-01
4.17755e+03;1.46130e-04;4.73008e-01
4.23914e+03;1.42347e-04;4.64125e-01
4.30164e+03;1.38643e-04;4.55344e-01
4.36506e+03;1.35015e-04;4.46666e-01
4.42942e+03;1.31465e-04;4.38091e-01
4.49472e+03;1.27990e-04;4.29619e-01
4.56099e+03;1.24590e-04;4.21250e-01
4.62823e+03;1.21263e-04;4.12985e-01
4.69646e+03;1.18009e-04;4.04822e-01
4.76571e+03;1.14827e-04;3.96760e-01
4.83597e+03;1.11716e-04;3.88802e-01
4.90726e+03;1.08675e-04;3.80946e-01
4.97961e+03;1.05703e-04;3.73191e-01
5.05303e+03;1.02796e-04;3.65537e-01
5.12753e+03;9.99579e-05;3.57984e-01
5.20312e+03;9.71862e-05;3.50533e-01
5.27983e+03;9.44788e-05;3.43182e-01
5.35768e+03;9.18350e-05;3.35929e-01
5.43666e+03;8.92540e-05;3.28778e-01
5.51682e+03;8.67345e-05;3.21725e-01
5.59815e+03;8.42755e-05;3.14770e-01
5.68069e+03;8.18762e-05;3.07913e-01
5.76444e+03;7.95353e-05;3.01154e-01
5.84943e+03;7.72518e-05;2.94492e-01
5.93567e+03;7.50249e-05;2.87925e-01
6.02318e+03;7.28521e-05;2.81455e-01
6.11198e+03;7.07349e-05;2.75080e-01
6.20209e+03;6.86712e-05;2.68799e-01
6.29353e+03;6.66597e-05;2.62612e-01
6.38631e+03;6.46997e-05;2.56518e-01
6.48047e+03;6.27900e-05;2.50516e-01
6.57601e+03;6.09296e-05;2.44605e-01
6.67296e+03;5.91176e-05;2.38786e-01
6.77134e+03;5.73530e-05;2.33057e-01
6.87117e+03;5.56349e-05;2.27417e-01
6.97248e+03;5.39622e-05;2.21866e-01
7.07527e+03;5.23332e-05;2.16402e-01
7.17959e+03;5.07487e-05;2.11026e-01
7.28544e+03;4.92068e-05;2.05736e-01
7.39285e+03;4.77066e-05;2.00531e-01
7.50184e+03;4.62473e-05;1.95411e-01
7.61244e+03;4.48278e-05;1.90374e-01
7.72467e+03;4.34475e-05;1.85421e-01
7.83856e+03;4.21052e-05;1.80549e-01
7.95413e+03;4.08002e-05;1.75758e-01
8.07140e+03;3.95300e-05;1.71048e-01
8.19039e+03;3.82970e-05;1.66418e-01
8.31115e+03;3.70988e-05;1.61865e-01
8.43368e+03;3.59346e-05;1.57391e-01
8.55802e+03;3.48035e-05;1.52993e-01
8.68419e+03;3.37047e-05;1.48671e-01
8.81222e+03;3.26375e-05;1.44425e-01
8.94214e+03;3.16010e-05;1.40252e-01
9.07398e+03;3.05945e-05;1.36152e-01
9.20776e+03;2.96174e-05;1.32124e-01
9.34351e+03;2.86688e-05;1.28168e-01
9.48127e+03;2.77481e-05;1.24282e-01
9.62105e+03;2.68545e-05;1.20466e-01
9.76289e+03;2.59873e-05;1.16718e-01
9.90683e+03;2.51460e-05;1.13038e-01
1.00529e+04;2.43296e-05;1.09425e-01
1.02011e+04;2.35378e-05;1.05878e-01
1.03515e+04;2.27698e-05;1.02395e-01
1.05041e+04;2.20249e-05;9.89776e-02
1.06590e+04;2.13026e-05;9.56219e-02
1.08161e+04;2.06023e-05;9.23302e-02
1.09756e+04;1.99233e-05;8.90983e-02
1.11374e+04;1.92652e-05;8.59280e-02
1.13016e+04;1.86273e-05;8.28170e-02
1.14682e+04;1.80091e-05;7.97652e-02
1.16373e+04;1.74099e-05;7.67705e-02
1.18089e+04;1.68294e-05;7.38328e-02
1.19830e+04;1.62670e-05;7.09517e-02
1.21596e+04;1.57222e-05;6.81271e-02
1.23389e+04;1.51945e-05;6.53554e-02
1.25208e+04;1.46834e-05;6.26380e-02
1.27054e+04;1.41884e-05;5.99731e-02
1.28927e+04;1.37091e-05;5.73605e-02
1.30828e+04;1.32451e-05;5.47985e-02
1.32757e+04;1.27957e-05;5.22869e-02
1.34714e+04;1.23608e-05;4.98253e-02
1.36700e+04;1.19398e-05;4.74123e-02
1.38716e+04;1.15324e-05;4.50463e-02
1.40761e+04;1.11381e-05;4.27282e-02
1.42836e+04;1.07565e-05;4.04567e-02
1.44942e+04;1.03873e-05;3.82302e-02
1.47079e+04;1.00301e-05;3.60486e-02
1.49247e+04;9.68458e-06;3.39116e-02
1.51448e+04;9.35033e-06;3.18168e-02
1.53681e+04;9.02704e-06;2.97649e-02
1.55946e+04;8.71437e-06;2.77557e-02
1.58246e+04;8.41201e-06;2.57862e-02
1.60579e+04;8.11963e-06;2.38578e-02
1.62946e+04;7.83693e-06;2.19693e-02
1.65348e+04;7.56361e-06;2.01197e-02
1.67786e+04;7.29938e-06;1.83079e-02
1.70260e+04;7.04398e-06;1.65336e-02
1.72770e+04;6.79710e-06;1.47966e-02
1.75317e+04;6.55850e-06;1.30958e-02
1.77902e+04;6.32792e-06;1.14302e-02
1.80525e+04;6.10508e-06;9.79959e-03
1.83186e+04;5.88977e-06;8.20368e-03
1.85887e+04;5.68175e-06;6.64094e-03
1.88628e+04;5.48077e-06;5.11112e-03
1.91409e+04;5.28661e-06;3.61392e-03
1.94231e+04;5.09906e-06;2.14850e-03
1.97094e+04;4.91790e-06;7.14571e-04
2.00000e+04;0.00000e+00;0.00000e+00
2.00033e+04;0.00000e+00;0.00000e+00

